"population_ID","species.updated","species","study_ID","reference_link","subset","trait","unit","mean","n","SD","comments","location","measurement_notes","pair_ID","sex","migratory","migratory.comments","feeding.type","feeding.type.comments","migratory.pop.level","feeding.type.pop.level","broader.comments","migratory.inc.vagrants.pop.level","migratory.inc.vagrants","species.updated.new","species.updated.rep","species.updated.new.rep","effectsize_ID","yi","vi","CV","sex.num","migratory.pop.level.num","feeding.type.pop.level.num","migratory.inc.vagrants.pop.level.num"
"46","Calidris alpina","Calidris alpina schinzii","Jønsson 1987","https://doi.org/10.2307/3676893","R&E2013","wing length","mm",114.11,57,2.81,NA,"Foteviken Bay (55°17'N, 12°58'E)","Not tracked","54","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris alpina","Calidris alpina","Calidris alpina",82,-3.69504984067236,0.00893921017293416,2.48462152795541,-1,1,-1,1
"47","Calidris fuscicollis","Calidris fuscicollis","Scherer et al. 2014","https://doi.org/10.1676/13-121.1","new","wing length","mm",122.6,102,2.82,NA,"Ramsar area (Wetlands International 2013) at LPNP (31°26'S, 51°10'W and 31°14'S, 50°54'W)","Not tracked","55","female","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris fuscicollis","Calidris fuscicollis","Calidris fuscicollis",83,-3.76723964350258,0.0049556820597348,2.31157831041449,-1,1,-1,1
"47","Calidris fuscicollis","Calidris fuscicollis","Scherer et al. 2014","https://doi.org/10.1676/13-121.1","new","wing length","mm",121.4,82,3.52,NA,"Ramsar area (Wetlands International 2013) at LPNP (31°26'S, 51°10'W and 31°14'S, 50°54'W)","Not tracked","55","male","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris fuscicollis","Calidris fuscicollis","Calidris fuscicollis",84,-3.53445704950922,0.00618309210823068,2.91745930495244,1,1,-1,1
"48","Calidris maritima","Calidris maritima","Dierschke 1995","https://www.zobodat.at/pdf/Vogelwarte_38_1995_0046-0051.pdf","new_21","wing length","mm",137.2,135,2.3,"Estimates originally extracted by Dierschke 1995 from Summers et al. 1988; reported estimates are of adults and 2 year-olds, 2 year-olds can breed","Raufarhofn, Melrakkasletta, north Iceland","Not tracked","56","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","non-migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","non-migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",85,-4.0847992490731,0.00373342496219736,1.68265169157913,1,-1,-1,-1
"48","Calidris maritima","Calidris maritima","Dierschke 1995","https://www.zobodat.at/pdf/Vogelwarte_38_1995_0046-0051.pdf","new_21","wing length","mm",143,47,2.7,"Estimates originally extracted by Dierschke 1995 from Summers et al. 1988; reported estimates are of adults and 2 year-olds, 2 year-olds can breed","Raufarhofn, Melrakkasletta, north Iceland","Not tracked","56","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","non-migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","non-migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",86,-3.95872329203223,0.010877150252502,1.90874678644104,-1,-1,-1,-1
"49","Calidris maritima","Calidris maritima","Dierschke 1995","https://www.zobodat.at/pdf/Vogelwarte_38_1995_0046-0051.pdf","new_21","wing length","mm",125.8,49,2.5,"Estimates originally extracted by Dierschke 1995 from Nicoll et al. 1991; reported estimates are of adults and 2 year-olds, 2 year-olds can breed","Southern Norway (Hardangervidda)","Not tracked","57","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","fully migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",87,-3.90798594572552,0.0104247264367871,2.00809043921025,1,1,-1,1
"49","Calidris maritima","Calidris maritima","Dierschke 1995","https://www.zobodat.at/pdf/Vogelwarte_38_1995_0046-0051.pdf","new_21","wing length","mm",129.7,18,3.3,"Estimates originally extracted by Dierschke 1995 from Nicoll et al. 1991; reported estimates are of adults and 2 year-olds, 2 year-olds can breed","Southern Norway (Hardangervidda)","Not tracked","57","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","fully migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",88,-3.64188985814408,0.0294477293214563,2.62027776110851,-1,1,-1,1
"50","Calidris maritima","Calidris maritima","Dierschke 1995","https://www.zobodat.at/pdf/Vogelwarte_38_1995_0046-0051.pdf","new_21","wing length","mm",128.5,2,2.1,"Estimates originally extracted by Dierschke 1995 from Nicoll et al. 1991","Northern Norway (near Tromso, Troms, and Nordkinnhalvoya and Bekkarfjord, Finnmark)","Not tracked","58","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","non-migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","non-migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",89,-3.6139915596059,0.500133537222365,2.69440830231149,-1,-1,-1,-1
"50","Calidris maritima","Calidris maritima","Dierschke 1995","https://www.zobodat.at/pdf/Vogelwarte_38_1995_0046-0051.pdf","new_21","wing length","mm",126.1,7,2.7,"Estimates originally extracted by Dierschke 1995 from Nicoll et al. 1991","Northern Norway (near Tromso, Troms, and Nordkinnhalvoya and Bekkarfjord, Finnmark)","Not tracked","58","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","non-migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","non-migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",90,-3.76049013662726,0.0833988270015151,2.32723309572349,1,-1,-1,-1
"51","Calidris maritima","Calidris maritima","Dierschke 1995","https://www.zobodat.at/pdf/Vogelwarte_38_1995_0046-0051.pdf","new_21","wing length","mm",134.6,29,2.6,"Estimates originally extracted by Dierschke 1995 from Nicoll et al. 1991","Svalbard (Longyearbyen and Ny Alesund)","Not tracked","59","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","fully migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",91,-3.92893882932605,0.0178700093024508,1.96645289064254,-1,1,-1,1
"51","Calidris maritima","Calidris maritima","Dierschke 1995","https://www.zobodat.at/pdf/Vogelwarte_38_1995_0046-0051.pdf","new_21","wing length","mm",129.3,79,2.3,"Estimates originally extracted by Dierschke 1995 from Nicoll et al. 1991","Svalbard (Longyearbyen and Ny Alesund)","Not tracked","59","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","fully migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",92,-4.02281590643245,0.00641426167779651,1.79024821807685,1,1,-1,1
"52","Calidris maritima","Calidris maritima","Dierschke 1995","https://www.zobodat.at/pdf/Vogelwarte_38_1995_0046-0051.pdf","new_21","wing length","mm",122.6,8,1.7,"Estimates originally extracted by Dierschke 1995 from Tomkovich 1985","Franz-Josef-Land","Not tracked","60","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","fully migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",93,-4.20687020101137,0.0714526054760847,1.4892907277469,1,1,-1,1
"52","Calidris maritima","Calidris maritima","Dierschke 1995","https://www.zobodat.at/pdf/Vogelwarte_38_1995_0046-0051.pdf","new_21","wing length","mm",128,3,1.7,"Estimates originally extracted by Dierschke 1995 from Tomkovich 1985","Franz-Josef-Land","Not tracked","60","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","fully migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","fully migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",94,-4.07140201285745,0.250058797200521,1.70534625653841,-1,1,-1,1
"53","Calidris maritima","Calidris maritima","Summers 2009","https://doi.org/10.1080/00063650902937321","R&E2013","wing length","mm",137.6,78,3.4,"Only estimates of adults","Reykjanes Peninsula, southwest iceland","Not tracked","61","female","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","non-migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","non-migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",95,-3.69408198738362,0.00650133405275543,2.48702744117021,-1,-1,-1,-1
"53","Calidris maritima","Calidris maritima","Summers 2009","https://doi.org/10.1080/00063650902937321","R&E2013","wing length","mm",132.1,154,2.6,"Only estimates of adults","Reykjanes Peninsula, southwest iceland","Not tracked","61","male","fully migratory","although some populations are resident year-round, the resident area is very small","non-aerial feeding","","non-migratory","non-aerial feeding","In Iceland and Tromso residents other two migrant populations","non-migratory","fully migratory","Calidris maritima","Calidris maritima","Calidris maritima",96,-3.92477979264463,0.00327048933314615,1.97464847139384,1,-1,-1,-1
"54","Calidris mauri","Calidris mauri","Sandercock 1998","https://doi.org/10.2307/4089430","R&E2013","wing length","mm",101.1,98,2.6,NA,"Nome, Alaska (64°20'N, 164°56'W)","Not tracked","62","female","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris mauri","Calidris mauri","Calidris mauri",97,-3.65544404182373,0.0051613878470722,2.58500164458778,-1,1,-1,1
"54","Calidris mauri","Calidris mauri","Sandercock 1998","https://doi.org/10.2307/4089430","R&E2013","wing length","mm",97.5,98,2.5,NA,"Nome, Alaska (64°20'N, 164°56'W)","Not tracked","62","male","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris mauri","Calidris mauri","Calidris mauri",98,-3.65840700695439,0.00516134797317532,2.57735371072805,1,1,-1,1
"55","Calidris minuta","Calidris minuta","Niemc et al. 2018","https://doi.org/10.7717/peerj.5367","new","wing length","mm",102.2,80,1.9,NA,"","Not tracked","63","female","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris minuta","Calidris minuta","Calidris minuta",99,-3.97874867767316,0.00633343423915359,1.87090357305889,-1,1,-1,1
"55","Calidris minuta","Calidris minuta","Niemc et al. 2018","https://doi.org/10.7717/peerj.5367","new","wing length","mm",98.4,77,2,NA,"","Not tracked","63","male","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris minuta","Calidris minuta","Calidris minuta",100,-3.88931467612984,0.00658431248383971,2.04593625239788,1,1,-1,1
"56","Calidris pusilla","Calidris pusilla","Sandercock 1998","https://doi.org/10.2307/4089430","R&E2013","wing length","mm",99.1,106,2.7,NA,"Nome, Alaska (64°20'N, 164°56'W)","Not tracked","64","female","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris pusilla","Calidris pusilla","Calidris pusilla",101,-3.59811576356375,0.00476890760432872,2.73752553355278,-1,1,-1,1
"56","Calidris pusilla","Calidris pusilla","Sandercock 1998","https://doi.org/10.2307/4089430","R&E2013","wing length","mm",97,95,2.5,NA,"Nome, Alaska (64°20'N, 164°56'W)","Not tracked","64","male","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris pusilla","Calidris pusilla","Calidris pusilla",102,-3.65310109769306,0.00532614112170366,2.59106525960056,1,1,-1,1
"57","Calidris temminckii","Calidris temminckii","Lislevand et al. 2009","https://doi.org/10.1007/s10336-008-0323-9","R&E2013","wing length","mm",102.84,28,1.44,NA,"Varanger Peninsula near Vardø, northern Norway (approx. 70°25'N, 31°00'E)","Not tracked","65","female","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris temminckii","Calidris temminckii","Calidris temminckii",103,-4.25001275029126,0.0185255208524353,1.42640520370218,-1,1,-1,1
"57","Calidris temminckii","Calidris temminckii","Lislevand et al. 2009","https://doi.org/10.1007/s10336-008-0323-9","R&E2013","wing length","mm",99.56,17,2.18,NA,"Varanger Peninsula near Vardø, northern Norway (approx. 70°25'N, 31°00'E)","Not tracked","65","male","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Calidris temminckii","Calidris temminckii","Calidris temminckii",104,-3.79018560069839,0.0312782029339274,2.25914084807959,1,1,-1,1
"58","Callipepla gambelii","Callipepla gambelii","Hagelin 2002","https://doi.org/10.1093/beheco/13.1.32","new","wing length","mm",113.5,39,4,"No female measurements","Purchased and reared in New Mexico","Not tracked","66","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Callipepla gambelii","Callipepla gambelii","Callipepla gambelii",105,-3.33235058106472,0.0131897413793352,3.57090692777969,1,-1,-1,-1
"59","Callipepla squamata","Callipepla squamata","Hagelin 2002","https://doi.org/10.1093/beheco/13.1.32","new_21","wing length","mm",117,40,4,"No female measurements","Purchased and reared in New Mexico","Not tracked","67","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Callipepla squamata","Callipepla squamata","Callipepla squamata",106,-3.36305906085735,0.0128497333625539,3.46291640318633,1,-1,-1,-1
"60","Calonectris diomedea","Calonectris diomedea diomedea","Ramos et al. 2009","https://doi.org/10.1525/cond.2009.090008","R&E2013","wing length","mm",367.5,57,7.5,NA,"Selvagem Grande, Savage Islands (30°09'N, 15°52'W)","Not tracked","68","female","fully migratory","some populations are resident year-round, but there is seemingly directional migration from Europe to South America and Africa (and vice versa)","fully aerial feeding","ocean surface feeding, can also fly under water","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea",107,-3.88289172668206,0.00893587832555149,2.05911948983217,-1,1,1,1
"60","Calonectris diomedea","Calonectris diomedea diomedea","Ramos et al. 2009","https://doi.org/10.1525/cond.2009.090008","R&E2013","wing length","mm",380.6,69,5.6,NA,"Selvagem Grande, Savage Islands (30°09'N, 15°52'W)","Not tracked","68","male","fully migratory","some populations are resident year-round, but there is seemingly directional migration from Europe to South America and Africa (and vice versa)","fully aerial feeding","ocean surface feeding, can also fly under water","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Calonectris diomedea","Calonectris diomedea","Calonectris diomedea",108,-4.21162941594447,0.00735607871736712,1.48221971266258,1,1,1,1
"62","Linaria cannabina","Carduelis cannabina","Harper 1999","https://doi.org/10.1006/anbe.1999.1154","new_21","wing length","mm",81.8,28,1.9,"Young males are over 1 year older, and thus, can breed","University of Sussex (50°53'N, 0°06'W)","Not tracked","69","male","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Linaria cannabina","Linaria cannabina","Linaria cannabina",109,-3.74390483891779,0.0185377867814158,2.36615280479651,1,-1,-1,-1
"62","Linaria cannabina","Carduelis cannabina","Harper 1999","https://doi.org/10.1006/anbe.1999.1154","new_21","wing length","mm",82.5,26,1.5,NA,"University of Sussex (50°53'N, 0°06'W)","Not tracked","70","male","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Linaria cannabina","Linaria cannabina","Linaria cannabina",110,-3.98733318523247,0.0200127145581691,1.85491152732137,1,-1,-1,-1
"63","Chloris chloris","Carduelis chloris","Harper 1999","https://doi.org/10.1006/anbe.1999.1154","R&E2013","wing length","mm",91.9,33,1.5,NA,"University of Sussex (50°53'N, 0°06'W)","Not tracked","71","male","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Chloris chloris","Chloris chloris","Chloris chloris",111,-4.09961092125348,0.0156330730483863,1.65791247321004,1,-1,-1,-1
"63","Chloris chloris","Carduelis chloris","Harper 1999","https://doi.org/10.1006/anbe.1999.1154","R&E2013","wing length","mm",87.3,26,1.8,NA,"University of Sussex (50°53'N, 0°06'W)","Not tracked","71","female","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Chloris chloris","Chloris chloris","Chloris chloris",112,-3.86156379794344,0.0200163509569398,2.10350791758094,-1,-1,-1,-1
"63","Chloris chloris","Carduelis chloris","Harper 1999","https://doi.org/10.1006/anbe.1999.1154","R&E2013","wing length","mm",90.5,34,2,"Young males are over 1 year older, and thus, can breed","University of Sussex (50°53'N, 0°06'W)","Not tracked","72","male","partially migratory","some populations are resident year-round","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","partially migratory","Chloris chloris","Chloris chloris","Chloris chloris",113,-3.79705115499442,0.0151658794332921,2.24368371553147,1,-1,-1,-1
"64","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",79.72,90,1.91,"AST: looks like this population and that of Nolan et al. 1998 are the same.","Alabama","Not tracked","80","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",114,-3.72579927575797,0.00562435560343029,2.40938351103721,1,-1,-1,-1
"64","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",77.13,90,2.02,"AST: looks like this population and that of Nolan et al. 1998 are the same.","Alabama","Not tracked","80","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",115,-3.6367768210047,0.00562559855625627,2.63370964822273,-1,-1,-1,-1
"64","Haemorhous mexicanus","Carpodacus mexicanus","Nolan et al. 1998","https://doi.org/10.1098/rspb.1998.0384","new","wing chord","mm",77.98,182,2,"AST: added subsp frontalis since that is how it is reported in Badyaev & Hill 2000, just to standardize across studies","Central Alabama","Not tracked","73","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",116,-3.66054277205528,0.00276604522211523,2.57185496272728,1,-1,-1,-1
"64","Haemorhous mexicanus","Carpodacus mexicanus","Nolan et al. 1998","https://doi.org/10.1098/rspb.1998.0384","new","wing chord","mm",76.39,259,2,"AST: added subsp frontalis since that is how it is reported in Badyaev & Hill 2000, just to standardize across studies","Central Alabama","Not tracked","73","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",117,-3.6407666324972,0.0019406310894147,2.62322257782897,-1,-1,-1,-1
"65","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",78.32,70,2.04,NA,"Mexico","Not tracked","74","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",118,-3.64060681355454,0.00725606889041208,2.62364185199081,-1,-1,-1,-1
"65","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",80.74,74,1.99,NA,"Mexico","Not tracked","74","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",119,-3.6962501616199,0.00685752419489645,2.48164097385731,1,-1,-1,-1
"66","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",77.61,86,1.64,NA,"California","Not tracked","75","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",120,-3.85111769008876,0.00588754517064847,2.12559655745725,-1,-1,-1,-1
"66","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",80,102,1.59,NA,"California","Not tracked","75","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",121,-3.91334212339224,0.00495436775171083,1.99736350337915,1,-1,-1,-1
"67","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",77.32,91,2.06,NA,"Montana","Not tracked","76","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",122,-3.61969111598308,0.00556335582056252,2.67909505111272,-1,-1,-1,-1
"67","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",79.3,91,1.81,NA,"Montana","Not tracked","76","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",123,-3.77435572780751,0.00556128047503561,2.29518731330687,1,-1,-1,-1
"68","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",79.37,53,1.5,NA,"Hawaii","Not tracked","77","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",124,-3.95903997037924,0.00962212359104648,1.90814242336327,-1,-1,-1,-1
"68","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",80.98,76,2.15,NA,"Hawaii","Not tracked","77","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",125,-3.62206770179778,0.00667594153563276,2.67273551180679,1,-1,-1,-1
"69","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",80.55,60,1.52,NA,"New York","Not tracked","78","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",126,-3.96169319849361,0.00848051105407714,1.90308639660158,1,-1,-1,-1
"69","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",77.87,59,1.01,NA,"New York","Not tracked","78","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",127,-4.33646974908055,0.00862354100423218,1.30826317497766,-1,-1,-1,-1
"70","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",77.87,88,1.89,NA,"Michigan","Not tracked","79","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",128,-3.71271681408056,0.00575382066611972,2.44111126452819,-1,-1,-1,-1
"70","Haemorhous mexicanus","Carpodacus mexicanus frontalis","Badyaev & Hill 2000","https://doi.org/10.1111/j.0014-3820.2000.tb00722.x","R&E2013","wing length","mm",80.06,88,1.96,NA,"Michigan","Not tracked","79","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","","non-migratory","non-migratory","Haemorhous mexicanus","Haemorhous mexicanus","Haemorhous mexicanus",129,-3.70408475388522,0.00575393723947377,2.462274292765,1,-1,-1,-1
"71","Stercorarius skua","Catharacta skua","Catry et al. 1991","https://doi.org/10.2307/4089462","R&E2013","wing chord","mm",416.8,112,7.1,"There seems to be no report of the measurement method","Foula, Shetland (60°08'N, 2°05'W)",NA,"81","male","fully migratory","","partially aerial feeding","aerial and non-aerial","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Stercorarius skua","Stercorarius skua","Stercorarius skua",130,-4.06800720188738,0.00450709536037716,1.7111454226848,1,1,1,1
"71","Stercorarius skua","Catharacta skua","Catry et al. 1991","https://doi.org/10.2307/4089462","R&E2013","wing chord","mm",427.4,127,7.1,"There seems to be no report of the measurement method","Foula, Shetland (60°08'N, 2°05'W)",NA,"81","female","fully migratory","","partially aerial feeding","aerial and non-aerial","fully migratory","fully aerial feeding","","fully migratory","fully migratory","Stercorarius skua","Stercorarius skua","Stercorarius skua",131,-4.09365730486952,0.00397042688927241,1.66781248928004,-1,1,1,1
"72","Charadrius pecuarius","Charadrius pecuarius","Meissner et al. 2011","https://doi.org/10.2989/00306525.2011.603470","new","wing length","mm",108.1,18,2.21,"Unsure about the measurement method, cannot find Meissner (2008), the reference for the exact method","North West province, South Africa (26°34? S, 25°36? E)","Meissner (2008)","87","male","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","only some populations are seemingly considered vagrants, but it is not clear if the examined population is actually vagrant, so we are considering this species non-migratory and non-vagrant","non-migratory","non-migratory","Anarhynchus pecuarius","Charadrius pecuarius","Anarhynchus pecuarius",132,-3.86065244440962,0.0294349846224198,2.10542583077078,1,-1,-1,-1
"72","Charadrius pecuarius","Charadrius pecuarius","Meissner et al. 2011","https://doi.org/10.2989/00306525.2011.603470","new","wing length","mm",107.2,13,3.91,"Unsure about the measurement method, cannot find Meissner (2008), the reference for the exact method","North West province, South Africa (26°34? S, 25°36? E)","Meissner (2008)","87","female","non-migratory","","non-aerial feeding","","non-migratory","non-aerial feeding","only some populations are seemingly considered vagrants, but it is not clear if the examined population is actually vagrant, so we are considering this species non-migratory and non-vagrant","non-migratory","non-migratory","Anarhynchus pecuarius","Charadrius pecuarius","Anarhynchus pecuarius",133,-3.26949220797276,0.0417690008178825,3.80257313366872,-1,-1,-1,-1
"73","Charadrius semipalmatus","Charadrius semipalmatus","Teather & Nol 1997","https://doi.org/10.2307/1370492","R&E2013","wing length","mm",123.7,153,2.84,"Unclear if deviation is SE or SD, assuming it is SE: Reported SE.male: 0.23, SE.female: 0.23, original SD.male: 2.84494288167619, SD.female: 2.76956675312223","Churchill, Manitoba (58°45'N, 95°04'W)","Not tracked","88","male","fully migratory","","non-aerial feeding","","fully migratory","non-aerial feeding","","fully migratory","fully migratory","Charadrius semipalmatus","Charadrius semipalmatus","Charadrius semipalmatus",134,-3.77076575354112,0.00329291881607957,2.30344178450255,1,1,-1,1
